City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kuyeda,56.4311,55.5886,-3.81,94,96,5.86,RU,1709572510
363,t'aebaek,37.1759,128.9889,-0.04,92,100,0.92,KR,1709572510
364,thunder bay,48.4001,-89.3168,3.99,56,75,6.69,CA,1709571978
365,baiti,13.745,-14.7482,39.14,6,35,3.26,SN,1709572332
366,port mathurin,-19.6833,63.4167,26.42,82,64,8.97,MU,1709572283
367,papagaios,-19.4492,-44.7478,27.48,66,52,2.8,BR,1709572511
368,kone,-21.0595,164.8658,25.2,91,100,1.66,NC,1709572361
369,wotje,9.4543,170.2367,26.64,76,51,10.85,MH,1709572511
370,kegen,43.0197,79.2203,-18.49,94,69,2.43,KZ,1709572512
371,requena,39.4883,-1.1004,14.5,69,100,10.75,ES,1709572512
372,san rafael,-34.6177,-68.3301,27.02,34,0,3.63,AR,1709572512
373,huambo,-12.7761,15.7392,19.81,78,88,2.06,AO,1709572513
374,mamou,10.5,-12.0,36.86,13,62,1.57,GN,1709572513
375,kisangani,0.5167,25.2,24.73,81,84,2.76,CD,1709572513
376,arlington,32.7357,-97.1081,25.66,64,75,8.23,US,1709572232
377,bundibugyo,0.7414,30.0417,25.59,61,73,0.63,UG,1709572513
378,sao gabriel da cachoeira,-0.1303,-67.0892,36.41,39,35,0.66,BR,1709572331
379,abrisham,32.558,51.5731,6.57,60,86,2.74,IR,1709572514
380,nova vicosa,-17.8919,-39.3719,28.23,70,83,2.88,BR,1709572514
381,dedovichi,57.5517,29.9502,-0.06,73,84,2.18,RU,1709572514
382,astrakhan,46.3497,48.0408,-3.07,80,0,4.0,RU,1709572515
383,macapa,0.0389,-51.0664,29.99,70,100,2.57,BR,1709572515
384,port saint john's,-31.6229,29.5448,27.31,68,95,2.81,ZA,1709572301
385,tazacorte,28.629,-17.9293,18.54,72,75,6.69,ES,1709572241
386,jumla,29.2747,82.1838,1.04,85,33,2.66,NP,1709572516
387,tongren,27.7172,109.1853,10.55,93,100,1.83,CN,1709572516
388,almyros,39.1822,22.7594,15.36,88,20,4.63,GR,1709572517
389,kapuskasing,49.4169,-82.4331,6.21,98,94,4.36,CA,1709572364
390,waingapu,-9.6567,120.2641,27.02,85,95,1.17,ID,1709572517
391,queimadas,-10.9783,-39.6264,31.78,48,99,2.35,BR,1709572517
392,kemerovo,55.3333,86.0833,-9.17,92,40,3.13,RU,1709572518
393,biloela,-24.4167,150.5,20.95,87,7,2.2,AU,1709572518
394,lisala,2.15,21.5167,28.38,52,77,0.69,CD,1709572518
395,papao,-17.75,-149.55,26.82,78,100,7.86,PF,1709572275
396,belyy yar,53.6039,91.3903,-4.06,63,0,5.0,RU,1709572519
397,umm kaddadah,13.6017,26.6876,27.63,8,0,5.72,SD,1709572519
398,paita,-5.0892,-81.1144,27.41,66,27,3.42,PE,1709572519
399,cockburn town,21.4612,-71.1419,24.56,76,59,8.98,TC,1709572519
400,kirensk,57.7853,108.1119,-11.69,94,100,1.34,RU,1709572520
401,mendi,-6.1761,143.6513,14.47,98,100,1.03,PG,1709572520
402,tsiombe,-25.3,45.4833,25.67,87,11,6.35,MG,1709572362
403,kananga,-5.8958,22.4178,22.49,91,98,2.46,CD,1709572520
404,argo,37.6333,22.7333,15.44,84,2,1.16,GR,1709572521
405,mil'kovo,55.6078,37.7956,0.27,96,100,1.73,RU,1709572521
406,mountain top,40.1068,-75.9527,16.97,73,75,2.57,US,1709572521
407,kolonia,50.9333,6.95,11.03,74,100,0.51,DE,1709572288
408,port-vila,-17.7338,168.3219,26.44,90,99,3.9,VU,1709572522
409,kudahuvadhoo,2.6708,72.8944,28.3,73,58,4.95,MV,1709572295
410,ust-tsilma,65.441,52.1498,-14.1,87,39,4.92,RU,1709572522
411,murudeshwara,14.0943,74.4845,25.25,73,82,3.44,IN,1709572522
412,hexham,54.9699,-2.104,8.45,78,49,5.71,GB,1709572523
413,daru,-9.0763,143.2092,27.0,82,99,0.3,PG,1709572246
414,champerico,14.3,-91.9167,34.3,57,7,4.08,GT,1709572523
415,ytrebygda,60.305,5.2824,8.93,59,0,3.09,NO,1709572523
416,noumea,-22.2763,166.4572,26.67,99,100,1.24,NC,1709572509
417,green river,41.5286,-109.4662,-3.78,87,96,1.0,US,1709572524
418,castillos,-34.1667,-53.8333,23.89,33,5,4.59,UY,1709572303
419,arkhangel'sk,64.5401,40.5433,-2.94,79,40,3.0,RU,1709572524
420,al jawf,29.5,38.75,15.76,33,0,3.48,SA,1709572524
421,tawau,4.2498,117.8871,25.35,88,43,1.64,MY,1709572524
422,najran,17.4924,44.1277,29.36,44,25,5.48,SA,1709572525
423,tobol'sk,58.2,68.2667,-1.33,91,100,5.36,RU,1709572348
424,tura,25.5198,90.2201,19.58,63,4,1.07,IN,1709572238
425,boda,4.3189,17.4695,33.38,27,44,0.9,CF,1709572525
426,selfoss,63.9331,-20.9971,5.02,89,93,5.35,IS,1709572526
427,byron bay,-28.65,153.6167,20.95,83,100,4.84,AU,1709572526
428,turpan,42.9333,89.1667,5.26,30,82,0.74,CN,1709572324
429,arno,60.1167,18.6333,-1.79,93,74,3.02,SE,1709572526
430,barcelos,41.5388,-8.6151,14.08,89,71,4.69,PT,1709572049
431,bathsheba,13.2167,-59.5167,29.34,70,40,7.2,BB,1709572527
432,pelabuhanratu,-6.9875,106.5514,25.98,88,100,0.67,ID,1709572527
433,puerto penasco,31.3167,-113.5333,17.73,50,20,4.02,MX,1709572527
434,rzepin,52.3464,14.8323,9.54,71,99,4.57,PL,1709572527
435,vernon,50.2581,-119.2691,-0.14,64,100,0.89,CA,1709572212
436,oyon,-10.6681,-76.7731,14.46,62,97,0.83,PE,1709572528
437,verkhniy baskunchak,48.2256,46.7217,-0.31,69,1,3.72,RU,1709572528
438,grand island,40.925,-98.342,10.16,34,0,9.77,US,1709572528
439,dzilam gonzalez,21.2833,-88.9333,32.69,41,13,3.33,MX,1709572528
440,bairnsdale,-37.8333,147.6167,8.36,92,50,2.51,AU,1709572335
441,ca mau,9.1769,105.15,25.22,84,32,1.82,VN,1709572529
442,meulaboh,4.1363,96.1285,25.78,88,98,1.88,ID,1709572529
443,kilindoni,-7.9139,39.6668,26.34,81,100,0.9,TZ,1709572307
444,hovd,48.0056,91.6419,-10.8,65,40,0.61,MN,1709572529
445,mananjary,-21.2167,48.3333,25.52,91,98,1.39,MG,1709572530
446,sofo-birnin-gwari,11.0154,6.7804,37.49,10,94,3.32,NG,1709572530
447,biltine,14.5333,20.9167,33.82,10,61,5.0,TD,1709572530
448,oppdal,62.5943,9.6912,1.88,90,71,4.87,NO,1709572530
449,smithers,54.7804,-127.1743,-15.02,86,17,0.94,CA,1709572531
450,santiago,-33.4569,-70.6483,32.94,27,0,4.12,CL,1709572500
451,griffith,41.5284,-87.4237,17.97,85,100,5.14,US,1709572531
452,muli,2.9167,73.5667,28.45,73,92,5.32,MV,1709572531
453,bac lieu,9.285,105.7244,26.35,79,49,3.92,VN,1709572532
454,san luis de la loma,17.2706,-100.8939,29.2,40,79,2.81,MX,1709572532
455,paola,39.3599,16.0396,10.38,80,98,4.88,IT,1709572532
456,maracas,-13.4411,-40.4308,24.91,72,84,2.54,BR,1709572431
457,nchelenge,-9.3451,28.734,23.21,81,35,1.68,ZM,1709572533
458,larkird,35.4894,66.6641,-4.63,66,97,3.6,AF,1709572533
459,noosa heads,-26.3833,153.15,25.62,84,100,7.72,AU,1709572533
460,corfu,39.62,19.9197,10.88,82,100,8.23,GR,1709572534
461,isabela,6.7085,121.9711,25.93,78,17,1.28,PH,1709572534
462,kralendijk,12.15,-68.2667,30.99,62,75,6.69,BQ,1709572313
463,tamanrasset,22.785,5.5228,25.95,10,0,7.2,DZ,1709572312
464,fonte boa,-2.4959,-66.2662,29.9,64,100,0.76,BR,1709572535
465,gizo,-8.103,156.8419,27.78,80,100,3.63,SB,1709572535
466,targu frumos,47.2,27.0,9.04,56,6,2.96,RO,1709572536
467,hami,42.8,93.45,-1.16,35,21,4.19,CN,1709572536
468,kandyagash,49.4744,57.4233,-15.0,98,49,1.41,KZ,1709572536
469,port sudan,19.6175,37.2164,24.05,62,5,3.79,SD,1709572539
470,brisas de zicatela,15.8369,-97.0419,28.93,50,2,3.72,MX,1709572540
471,leua,48.2156,18.6071,15.28,66,14,2.18,SK,1709572540
472,moyynkum,44.2914,72.9469,-1.6,73,39,3.48,KZ,1709572540
473,el burgo de osma,41.5862,-3.0652,8.04,71,78,9.15,ES,1709572540
474,taguatinga,-12.3857,-46.5711,28.01,69,98,1.22,BR,1709572541
475,dongfeng,42.6403,125.5118,-9.87,84,49,0.37,CN,1709572541
476,sulak,43.2734,47.5146,5.07,80,91,7.59,RU,1709572541
477,oltinko'l,40.8011,72.1634,4.08,60,9,2.03,UZ,1709572544
478,antsiranana,-12.2787,49.2917,24.76,90,100,0.81,MG,1709572039
479,iquique,-20.2208,-70.1431,24.06,73,56,3.2,CL,1709572438
480,nanao,37.05,136.9667,2.93,73,99,2.58,JP,1709572545
481,wigton,54.8248,-3.1611,8.81,72,62,6.64,GB,1709572545
482,nashville,36.1659,-86.7844,24.49,68,40,5.66,US,1709572500
483,karoi,-16.8099,29.6925,22.83,66,85,1.26,ZW,1709572547
484,kwale,5.7063,6.4374,31.71,58,93,5.58,NG,1709572548
485,vila do maio,15.1333,-23.2167,26.44,71,1,7.77,CV,1709572376
486,maceio,-9.6658,-35.7353,33.69,46,20,6.69,BR,1709572548
487,oodweyne,9.4092,45.064,27.27,44,85,3.68,SO,1709572548
488,lloydminster,53.2835,-110.0016,-22.34,93,99,6.52,CA,1709572441
489,viedma,-40.8135,-62.9967,16.89,50,78,8.52,AR,1709572419
490,reggane,26.7158,0.1714,28.16,8,0,3.44,DZ,1709572313
491,camacupa,-12.0167,17.4833,22.48,73,47,1.73,AO,1709572549
492,yaren,-0.5472,166.916,27.59,82,100,5.18,NR,1709572268
493,basco,20.4487,121.9702,25.7,87,7,9.86,PH,1709572550
494,vershino-darasunskiy,52.35,115.5167,-21.39,93,10,1.76,RU,1709572550
495,apolinario saravia,-24.4328,-63.9954,18.98,95,100,4.38,AR,1709572550
496,del rio,29.3627,-100.8968,23.06,79,100,3.09,US,1709572550
497,saipan,15.1355,145.701,26.39,78,40,5.66,MP,1709572236
498,mandalgovi,45.7625,106.2708,-12.77,93,100,0.99,MN,1709572402
499,dryden,49.7833,-92.7503,-5.52,79,100,7.15,CA,1709572551
500,zhezqazghan,47.7833,67.7667,-16.41,97,24,1.38,KZ,1709572552
501,rongelap,11.1635,166.8941,26.19,77,23,11.23,MH,1709572552
502,saint-joseph,-21.3667,55.6167,25.21,88,100,3.42,RE,1709572373
503,togur,58.3631,82.8265,-12.14,99,91,1.34,RU,1709572552
504,cooper's town,26.8667,-77.5167,23.1,78,54,2.67,BS,1709572552
505,palikir - national government center,6.9248,158.1611,27.41,74,75,3.09,FM,1709572553
506,singaraja,-8.112,115.0882,27.28,86,100,0.54,ID,1709572553
507,zahedan,29.4963,60.8629,7.95,49,0,6.17,IR,1709572553
508,hadibu,12.65,54.0333,26.34,75,90,3.91,YE,1709572288
509,saint-philippe,-21.3585,55.7679,25.77,88,100,2.73,RE,1709572331
510,willowmore,-33.2926,23.4895,22.99,28,97,10.26,ZA,1709572554
511,znamenskoye,57.1281,73.8282,-1.74,93,100,4.4,RU,1709572554
512,chhabra,24.6667,76.8333,18.04,22,1,2.82,IN,1709572554
513,zadar,44.1197,15.2422,12.34,82,40,3.6,HR,1709572554
514,sao vicente,-23.9631,-46.3919,36.1,49,17,1.34,BR,1709572336
515,burabay,53.0838,70.3138,-7.94,94,100,4.45,KZ,1709572555
516,shiguai,40.7058,110.2856,-1.22,98,100,1.45,CN,1709572555
517,szczebrzeszyn,50.695,22.9795,4.17,89,90,4.36,PL,1709572555
518,opuwo,-18.0607,13.84,29.39,33,60,5.77,NA,1709572232
519,chibougamau,49.9168,-74.3659,-0.63,87,100,5.21,CA,1709572283
520,ilovlya,49.3033,43.9796,-0.88,81,3,3.45,RU,1709572556
521,broken hill,-31.95,141.4333,21.52,27,100,3.44,AU,1709572318
522,talakan,50.3167,130.3667,-22.74,100,74,0.66,RU,1709572556
523,vikhorevka,56.1201,101.1636,-12.23,97,100,1.54,RU,1709572374
524,hillvue,-31.1244,150.915,18.95,68,75,4.63,AU,1709572562
525,aracuai,-16.8497,-42.0703,28.97,74,83,0.98,BR,1709572562
526,la gi,10.6667,107.7833,24.62,89,15,4.09,VN,1709572563
527,aqsay,51.1678,52.995,-14.85,98,14,1.88,KZ,1709572313
528,sao joao da barra,-21.6403,-41.0511,33.05,71,1,4.9,BR,1709572264
529,lumphat,13.4878,106.9816,28.94,46,1,0.63,KH,1709572563
530,letterkenny,54.95,-7.7333,8.96,80,100,8.1,IE,1709572563
531,devavanya,47.0333,20.9667,11.1,56,70,1.81,HU,1709572564
532,khvoynaya,58.9,34.5333,-1.9,95,65,2.69,RU,1709572564
533,spas-demensk,54.4122,34.0226,-4.42,98,100,1.84,RU,1709572564
534,puerto ayacucho,5.6639,-67.6236,38.17,28,12,1.54,VE,1709572564
535,inhambane,-23.865,35.3833,25.6,80,21,3.41,MZ,1709572565
536,floro,61.5996,5.0328,10.04,53,75,5.66,NO,1709572565
537,yanggu,36.1106,115.7753,7.64,64,100,3.45,CN,1709572565
538,winnemucca,40.973,-117.7357,0.03,59,0,5.66,US,1709572397
539,bodo,67.28,14.405,5.02,65,0,10.29,NO,1709572566
540,springs,-26.25,28.4,25.79,69,63,2.95,ZA,1709572566
541,hilo,19.7297,-155.09,22.38,99,100,2.06,US,1709572234
542,nueva gerona,21.8833,-82.8,27.36,63,7,4.81,CU,1709572567
543,childress,34.4264,-100.204,20.51,22,0,5.14,US,1709572567
544,whitby,54.4877,-0.615,7.95,85,60,2.24,GB,1709572293
545,praia da vitoria,38.7333,-27.0667,15.42,68,88,3.37,PT,1709572331
546,tucuma,-0.1833,-50.05,28.52,78,37,1.69,BR,1709572568
547,ta`u,-14.2336,-169.5144,28.46,78,39,6.94,AS,1709572282
548,mweka,-4.85,21.5667,25.65,78,66,1.08,CD,1709572569
549,yunfu,22.9306,112.0373,20.26,94,58,1.65,CN,1709572569
550,bodden town,19.2833,-81.25,28.88,78,40,4.12,KY,1709572569
551,belmonte,-15.8631,-38.8828,29.72,65,65,3.21,BR,1709572395
552,quellon,-43.1167,-73.6167,14.27,65,9,4.25,CL,1709572322
553,jalalaqsi,3.3766,45.5996,28.02,67,100,9.09,SO,1709572571
554,arifwala,30.294,73.0735,11.22,27,36,4.01,PK,1709572571
555,leninskiy,54.2781,37.4558,-7.31,97,100,1.65,RU,1709572571
556,odacho-oda,35.1833,132.5,7.13,75,100,3.24,JP,1709572571
557,hotan,37.0997,79.9269,3.77,50,100,2.88,CN,1709572572
558,zaltan,32.947,11.8665,15.75,34,1,3.05,LY,1709572572
559,santa ines,-3.6667,-45.38,23.96,92,100,2.42,BR,1709572336
560,sinabang,2.4803,96.3801,26.83,84,81,2.49,ID,1709572352
561,pokrovsk,48.282,37.1758,4.52,58,88,3.52,UA,1709572573
562,buncrana,55.1333,-7.45,7.87,79,97,8.95,IE,1709572573
563,luganville,-15.5333,167.1667,27.56,85,100,2.93,VU,1709572309
564,tortum,40.2973,41.5477,2.97,87,53,2.04,TR,1709572574
565,dolbeau-mistassini,48.8763,-72.212,-0.19,72,100,4.02,CA,1709572354
566,carbonear,47.7332,-53.2148,0.08,69,81,7.49,CA,1709572574
567,port shepstone,-30.7414,30.455,25.91,83,76,11.78,ZA,1709572574
568,yeraliyev,43.2,51.65,4.32,42,0,4.48,KZ,1709572575
569,lionel town,17.8101,-77.2406,31.06,53,4,5.16,JM,1709572575
570,plastun,44.7561,136.2939,-9.07,69,2,2.81,RU,1709572274
571,vipava,45.8467,13.9631,14.65,81,100,1.67,SI,1709572575
572,caconda,-13.7333,15.0667,21.02,75,64,2.1,AO,1709572575
573,kalevala,65.2,31.1667,-3.84,93,100,0.89,RU,1709572576
574,naze,28.3667,129.4833,18.93,88,100,10.51,JP,1709572344
575,coari,-4.085,-63.1414,27.98,78,100,1.55,BR,1709572576
576,hanceville,34.0607,-86.7675,21.68,67,47,4.65,US,1709572576
577,pratt,37.6439,-98.7376,12.34,40,0,9.77,US,1709572577
578,codajas,-3.8367,-62.0569,25.99,88,100,0.9,BR,1709572577
579,majalgaon,19.15,76.2333,26.55,20,24,4.13,IN,1709572577
580,wanning,18.8003,110.3967,22.48,92,1,4.43,CN,1709572577
581,clorinda,-25.2848,-57.7185,30.54,69,100,2.21,AR,1709572578
582,'s-hertogenbosch,51.6827,5.3006,12.25,66,56,1.0,NL,1709572578
583,gua musang,4.8823,101.9644,23.9,98,95,0.69,MY,1709572578
584,nabire,-3.3667,135.4833,25.39,92,100,1.12,ID,1709572579
